awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,_on_create_called,_on_deploy_called,ready_for_trials,key,degree,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
False,{},16,2023-08-03 12:43:08,False,,,TrialSource,16,,SRE_chain,SRE_chain,True,False,True,,0,345.0,,{},"{""previous_sample"": {""obtained_response"": ""I have planned and now I am keen to get started on the project."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},17,2023-08-03 12:43:08,False,,,TrialSource,17,,SRE_chain,SRE_chain,True,False,True,,0,114.0,,{},"{""previous_sample"": {""obtained_response"": ""He cried when his dog ran off."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},18,2023-08-03 12:43:08,False,,,TrialSource,18,,SRE_chain,SRE_chain,True,False,True,,0,138.0,,{},"{""previous_sample"": {""obtained_response"": ""Now that things have settled down I can relax."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},19,2023-08-03 12:43:08,False,,,TrialSource,19,,SRE_chain,SRE_chain,True,False,True,,0,116.0,,{},"{""previous_sample"": {""obtained_response"": ""Thank you, that is going to help so much."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},20,2023-08-03 12:43:08,False,,,TrialSource,20,,SRE_chain,SRE_chain,True,False,True,,0,107.0,,{},"{""previous_sample"": {""obtained_response"": ""How do you know that this is going to go well?"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},21,2023-08-03 12:43:08,False,,,TrialSource,21,,SRE_chain,SRE_chain,True,False,True,,0,255.0,,{},"{""previous_sample"": {""obtained_response"": ""You are so handsome, I want you so badly."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},22,2023-08-03 12:43:08,False,,,TrialSource,22,,SRE_chain,SRE_chain,True,False,True,,0,164.0,,{},"{""previous_sample"": {""obtained_response"": ""He smiled and winked at the shoplifter as she left the store."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},23,2023-08-03 12:43:08,False,,,TrialSource,23,,SRE_chain,SRE_chain,True,False,True,,0,123.0,,{},"{""previous_sample"": {""obtained_response"": ""I`ve had such a nice day."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},24,2023-08-03 12:43:08,False,,,TrialSource,24,,SRE_chain,SRE_chain,True,False,True,,0,154.0,,{},"{""previous_sample"": {""obtained_response"": ""I couldn`t wait to hear the news of my exam results."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},25,2023-08-03 12:43:08,False,,,TrialSource,25,,SRE_chain,SRE_chain,True,False,True,,0,144.0,,{},"{""previous_sample"": {""obtained_response"": ""Everyone is so glad that you passed that online exam."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},26,2023-08-03 12:43:08,False,,,TrialSource,26,,SRE_chain,SRE_chain,True,False,True,,0,178.0,,{},"{""previous_sample"": {""obtained_response"": ""I am very sorry for my actions."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},27,2023-08-03 12:43:08,False,,,TrialSource,27,,SRE_chain,SRE_chain,True,False,True,,0,189.0,,{},"{""previous_sample"": {""obtained_response"": ""I was thinking about last year."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},28,2023-08-03 12:43:08,False,,,TrialSource,28,,SRE_chain,SRE_chain,True,False,True,,0,96.0,,{},"{""previous_sample"": {""obtained_response"": ""I started using this tool a month ago and I am still using it now."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},29,2023-08-03 12:43:08,False,,,TrialSource,29,,SRE_chain,SRE_chain,True,False,True,,0,159.0,,{},"{""previous_sample"": {""obtained_response"": ""The small puppy can fly!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},30,2023-08-03 12:43:08,False,,,TrialSource,30,,SRE_chain,SRE_chain,True,False,True,,0,104.0,,{},"{""previous_sample"": {""obtained_response"": ""I absolutely cannot wait for tonight- it is going to be fantastic!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},31,2023-08-03 12:43:08,False,,,TrialSource,31,,SRE_chain,SRE_chain,True,False,True,,0,146.0,,{},"{""previous_sample"": {""obtained_response"": ""They could not decide on the best approach to solve the problem."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},32,2023-08-03 12:43:08,False,,,TrialSource,32,,SRE_chain,SRE_chain,True,False,True,,0,149.0,,{},"{""previous_sample"": {""obtained_response"": ""I cannot wait to get married to Jason."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},33,2023-08-03 12:43:08,False,,,TrialSource,33,,SRE_chain,SRE_chain,True,False,True,,0,195.0,,{},"{""previous_sample"": {""obtained_response"": ""My blood was boiling at the way she spoke to her."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},34,2023-08-03 12:43:08,False,,,TrialSource,34,,SRE_chain,SRE_chain,True,False,True,,0,205.0,,{},"{""previous_sample"": {""obtained_response"": ""Quick, give it to me now."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},35,2023-08-03 12:43:08,False,,,TrialSource,35,,SRE_chain,SRE_chain,True,False,True,,0,106.0,,{},"{""previous_sample"": {""obtained_response"": ""I was extremely frustrated by his actions."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},36,2023-08-03 12:43:08,False,,,TrialSource,36,,SRE_chain,SRE_chain,True,False,True,,0,243.0,,{},"{""previous_sample"": {""obtained_response"": ""I really did a magnificent job."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},37,2023-08-03 12:43:08,False,,,TrialSource,37,,SRE_chain,SRE_chain,True,False,True,,0,97.0,,{},"{""previous_sample"": {""obtained_response"": ""She smiled as she cuddled the kitten."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},38,2023-08-03 12:43:08,False,,,TrialSource,38,,SRE_chain,SRE_chain,True,False,True,,0,273.0,,{},"{""previous_sample"": {""obtained_response"": ""I`m over the moon right now."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},39,2023-08-03 12:43:08,False,,,TrialSource,39,,SRE_chain,SRE_chain,True,False,True,,0,95.0,,{},"{""previous_sample"": {""obtained_response"": ""I went to see Mary Poppins in London and I was absolutely excited by the performance."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},40,2023-08-03 12:43:08,False,,,TrialSource,40,,SRE_chain,SRE_chain,True,False,True,,0,167.0,,{},"{""previous_sample"": {""obtained_response"": ""Welcome, we have been looking forward to meeting you."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},41,2023-08-03 12:43:08,False,,,TrialSource,41,,SRE_chain,SRE_chain,True,False,True,,0,177.0,,{},"{""previous_sample"": {""obtained_response"": ""I wish you hadn`t sold the house."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},42,2023-08-03 12:43:08,False,,,TrialSource,42,,SRE_chain,SRE_chain,True,False,True,,0,179.0,,{},"{""previous_sample"": {""obtained_response"": ""Oh, you really shouldn`t have!"", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},43,2023-08-03 12:43:08,False,,,TrialSource,43,,SRE_chain,SRE_chain,True,False,True,,0,151.0,,{},"{""previous_sample"": {""obtained_response"": ""I am not sure what is happening tonight."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},44,2023-08-03 12:43:08,False,,,TrialSource,44,,SRE_chain,SRE_chain,True,False,True,,0,372.0,,{},"{""previous_sample"": {""obtained_response"": ""I know for sure that he`ll be okay."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},45,2023-08-03 12:43:08,False,,,TrialSource,45,,SRE_chain,SRE_chain,True,False,True,,0,111.0,,{},"{""previous_sample"": {""obtained_response"": ""The old man sat down heavily in the chair after a long day."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},46,2023-08-03 12:43:08,False,,,TrialSource,46,,SRE_chain,SRE_chain,True,False,True,,0,121.0,,{},"{""previous_sample"": {""obtained_response"": ""The book explained just what I needed to know."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},47,2023-08-03 12:43:08,False,,,TrialSource,47,,SRE_chain,SRE_chain,True,False,True,,0,136.0,,{},"{""previous_sample"": {""obtained_response"": ""Those scan results were positive, thank God."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,False,1,SRENode,Node
False,{},48,2023-08-03 12:43:08,False,,,TrialSource,48,,SRE_chain,SRE_chain,True,False,True,,0,187.0,,{},"{""previous_sample"": {""obtained_response"": ""prideful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},49,2023-08-03 12:43:08,False,,,TrialSource,49,,SRE_chain,SRE_chain,True,False,True,,0,213.0,,{},"{""previous_sample"": {""obtained_response"": ""compassionate"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},50,2023-08-03 12:43:08,False,,,TrialSource,50,,SRE_chain,SRE_chain,True,False,True,,0,209.0,,{},"{""previous_sample"": {""obtained_response"": ""exhausting"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},51,2023-08-03 12:43:08,False,,,TrialSource,51,,SRE_chain,SRE_chain,True,False,True,,0,160.0,,{},"{""previous_sample"": {""obtained_response"": ""calm"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},52,2023-08-03 12:43:08,False,,,TrialSource,52,,SRE_chain,SRE_chain,True,False,True,,0,142.0,,{},"{""previous_sample"": {""obtained_response"": ""uncertain"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},53,2023-08-03 12:43:08,False,,,TrialSource,53,,SRE_chain,SRE_chain,True,False,True,,0,254.0,,{},"{""previous_sample"": {""obtained_response"": ""desperate"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},54,2023-08-03 12:43:08,False,,,TrialSource,54,,SRE_chain,SRE_chain,True,False,True,,0,125.0,,{},"{""previous_sample"": {""obtained_response"": ""revolting"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},55,2023-08-03 12:43:08,False,,,TrialSource,55,,SRE_chain,SRE_chain,True,False,True,,0,320.0,,{},"{""previous_sample"": {""obtained_response"": ""confused"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},56,2023-08-03 12:43:08,False,,,TrialSource,56,,SRE_chain,SRE_chain,True,False,True,,0,176.0,,{},"{""previous_sample"": {""obtained_response"": ""upset"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},57,2023-08-03 12:43:08,False,,,TrialSource,57,,SRE_chain,SRE_chain,True,False,True,,0,122.0,,{},"{""previous_sample"": {""obtained_response"": ""compassionate"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},58,2023-08-03 12:43:08,False,,,TrialSource,58,,SRE_chain,SRE_chain,True,False,True,,0,100.0,,{},"{""previous_sample"": {""obtained_response"": ""wary"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},59,2023-08-03 12:43:08,False,,,TrialSource,59,,SRE_chain,SRE_chain,True,False,True,,0,128.0,,{},"{""previous_sample"": {""obtained_response"": ""received"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},60,2023-08-03 12:43:08,False,,,TrialSource,60,,SRE_chain,SRE_chain,True,False,True,,0,217.0,,{},"{""previous_sample"": {""obtained_response"": ""emotional"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},61,2023-08-03 12:43:08,False,,,TrialSource,61,,SRE_chain,SRE_chain,True,False,True,,0,113.0,,{},"{""previous_sample"": {""obtained_response"": ""inquiring"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},62,2023-08-03 12:43:08,False,,,TrialSource,62,,SRE_chain,SRE_chain,True,False,True,,0,132.0,,{},"{""previous_sample"": {""obtained_response"": ""urgent"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},63,2023-08-03 12:43:08,False,,,TrialSource,63,,SRE_chain,SRE_chain,True,False,True,,0,135.0,,{},"{""previous_sample"": {""obtained_response"": ""authoritative"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},64,2023-08-03 12:43:08,False,,,TrialSource,64,,SRE_chain,SRE_chain,True,False,True,,0,117.0,,{},"{""previous_sample"": {""obtained_response"": ""happy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},65,2023-08-03 12:43:08,False,,,TrialSource,65,,SRE_chain,SRE_chain,True,False,True,,0,139.0,,{},"{""previous_sample"": {""obtained_response"": ""proud"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},66,2023-08-03 12:43:08,False,,,TrialSource,66,,SRE_chain,SRE_chain,True,False,True,,0,148.0,,{},"{""previous_sample"": {""obtained_response"": ""happy"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},67,2023-08-03 12:43:08,False,,,TrialSource,67,,SRE_chain,SRE_chain,True,False,True,,0,162.0,,{},"{""previous_sample"": {""obtained_response"": ""rested"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},68,2023-08-03 12:43:08,False,,,TrialSource,68,,SRE_chain,SRE_chain,True,False,True,,0,103.0,,{},"{""previous_sample"": {""obtained_response"": ""disappointed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},69,2023-08-03 12:43:08,False,,,TrialSource,69,,SRE_chain,SRE_chain,True,False,True,,0,248.0,,{},"{""previous_sample"": {""obtained_response"": ""stern"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},70,2023-08-03 12:43:08,False,,,TrialSource,70,,SRE_chain,SRE_chain,True,False,True,,0,118.0,,{},"{""previous_sample"": {""obtained_response"": ""amazing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},71,2023-08-03 12:43:08,False,,,TrialSource,71,,SRE_chain,SRE_chain,True,False,True,,0,105.0,,{},"{""previous_sample"": {""obtained_response"": ""glowing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},72,2023-08-03 12:43:08,False,,,TrialSource,72,,SRE_chain,SRE_chain,True,False,True,,0,269.0,,{},"{""previous_sample"": {""obtained_response"": ""kindly"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},73,2023-08-03 12:43:08,False,,,TrialSource,73,,SRE_chain,SRE_chain,True,False,True,,0,170.0,,{},"{""previous_sample"": {""obtained_response"": ""agreeable"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},74,2023-08-03 12:43:08,False,,,TrialSource,74,,SRE_chain,SRE_chain,True,False,True,,0,433.0,,{},"{""previous_sample"": {""obtained_response"": ""concerned"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},75,2023-08-03 12:43:08,False,,,TrialSource,75,,SRE_chain,SRE_chain,True,False,True,,0,181.0,,{},"{""previous_sample"": {""obtained_response"": ""helpful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},76,2023-08-03 12:43:08,False,,,TrialSource,76,,SRE_chain,SRE_chain,True,False,True,,0,134.0,,{},"{""previous_sample"": {""obtained_response"": ""unable"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},77,2023-08-03 12:43:08,False,,,TrialSource,77,,SRE_chain,SRE_chain,True,False,True,,0,141.0,,{},"{""previous_sample"": {""obtained_response"": ""impressive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},78,2023-08-03 12:43:08,False,,,TrialSource,78,,SRE_chain,SRE_chain,True,False,True,,0,109.0,,{},"{""previous_sample"": {""obtained_response"": ""sympathetic"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},79,2023-08-03 12:43:08,False,,,TrialSource,79,,SRE_chain,SRE_chain,True,False,True,,0,161.0,,{},"{""previous_sample"": {""obtained_response"": ""amused"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},80,2023-08-03 12:43:08,False,,,TrialSource,80,,SRE_chain,SRE_chain,True,False,True,,0,140.0,,{},"{""previous_sample"": {""obtained_response"": ""irritating"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},81,2023-08-03 12:43:08,False,,,TrialSource,81,,SRE_chain,SRE_chain,True,False,True,,0,102.0,,{},"{""previous_sample"": {""obtained_response"": ""surprised"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},82,2023-08-03 12:43:08,False,,,TrialSource,82,,SRE_chain,SRE_chain,True,False,True,,0,204.0,,{},"{""previous_sample"": {""obtained_response"": ""relaxing"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},83,2023-08-03 12:43:08,False,,,TrialSource,83,,SRE_chain,SRE_chain,True,False,True,,0,163.0,,{},"{""previous_sample"": {""obtained_response"": ""joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},84,2023-08-03 12:43:08,False,,,TrialSource,84,,SRE_chain,SRE_chain,True,False,True,,0,301.0,,{},"{""previous_sample"": {""obtained_response"": ""satisfactory"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},85,2023-08-03 12:43:08,False,,,TrialSource,85,,SRE_chain,SRE_chain,True,False,True,,0,157.0,,{},"{""previous_sample"": {""obtained_response"": ""fearful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},86,2023-08-03 12:43:08,False,,,TrialSource,86,,SRE_chain,SRE_chain,True,False,True,,0,127.0,,{},"{""previous_sample"": {""obtained_response"": ""upset"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},87,2023-08-03 12:43:08,False,,,TrialSource,87,,SRE_chain,SRE_chain,True,False,True,,0,108.0,,{},"{""previous_sample"": {""obtained_response"": ""certain"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},88,2023-08-03 12:43:08,False,,,TrialSource,88,,SRE_chain,SRE_chain,True,False,True,,0,200.0,,{},"{""previous_sample"": {""obtained_response"": ""impressed"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},89,2023-08-03 12:43:08,False,,,TrialSource,89,,SRE_chain,SRE_chain,True,False,True,,0,158.0,,{},"{""previous_sample"": {""obtained_response"": ""encouraging"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},90,2023-08-03 12:43:08,False,,,TrialSource,90,,SRE_chain,SRE_chain,True,False,True,,0,153.0,,{},"{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},91,2023-08-03 12:43:08,False,,,TrialSource,91,,SRE_chain,SRE_chain,True,False,True,,0,112.0,,{},"{""previous_sample"": {""obtained_response"": ""joyful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},92,2023-08-03 12:43:08,False,,,TrialSource,92,,SRE_chain,SRE_chain,True,False,True,,0,211.0,,{},"{""previous_sample"": {""obtained_response"": ""grateful"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,False,1,SRENode,Node
False,{},93,2023-08-03 10:55:42,False,,,SRENode,2,,SREPractice,SREPractice,True,True,True,,1,98.0,2.0,"{""previous_sample"": {""obtained_response"": ""You need to finish this by Wednesday."", ""current_mode"": ""c""}, ""current_mode"": ""c""}","{""previous_sample"": {""obtained_response"": ""You need to finish this by Wednesday."", ""current_mode"": ""c""}, ""current_mode"": ""c""}",,default,default,True,1,SRENode,Node
False,{},94,2023-08-03 10:56:01,False,,,SRENode,1,,SREPractice,SREPractice,True,True,True,,1,101.0,1.0,"{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""excited"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},95,2023-08-03 10:56:42,False,,,SRENode,39,,SRE_chain,SRE_chain,True,True,True,,1,296.0,39.0,"{""previous_sample"": {""obtained_response"": ""reminiscent"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""reminiscent"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},96,2023-08-03 10:56:50,False,,,SRENode,28,,SRE_chain,SRE_chain,True,True,True,,1,286.0,28.0,"{""previous_sample"": {""obtained_response"": ""persuasive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""persuasive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
False,{},97,2023-08-03 10:57:00,False,,,SRENode,37,,SRE_chain,SRE_chain,True,True,True,,1,278.0,37.0,"{""previous_sample"": {""obtained_response"": ""descriptive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}","{""previous_sample"": {""obtained_response"": ""descriptive"", ""current_mode"": ""s""}, ""current_mode"": ""s""}",,default,default,True,1,SRENode,Node
