_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,sentence,tones
{},False,{},11,2023-12-15 23:39:11,False,,,DenseRatingRemnantTrial,31,31,True,31,5,3,DenseRatingRemnant,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""irritated"", ""disappointed"", ""reassuring"", ""angry"", ""confused""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""irritated"", ""disappointed"", ""reassuring"", ""angry"", ""confused""], ""answer"": {""irritated"": ""1"", ""disappointed"": ""1"", ""reassuring"": ""3"", ""angry"": ""1"", ""confused"": ""1""}}",True,54.0,,,31.875,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""irritated"", ""disappointed"", ""reassuring"", ""angry"", ""confused""]"
{},False,{},12,2023-12-15 23:39:29,False,,,DenseRatingRemnantTrial,23,23,True,23,3,2,DenseRatingRemnant,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""resigned"", ""skeptical"", ""proud"", ""happy"", ""sad""]}",True,False,,0.0,,"{""sentence"": ""Please, I need your help immediately, I don`t know what to do!"", ""tones"": [""resigned"", ""skeptical"", ""proud"", ""happy"", ""sad""], ""answer"": {""resigned"": ""4"", ""skeptical"": ""5"", ""proud"": ""1"", ""happy"": ""1"", ""sad"": ""5""}}",True,63.0,,,63.757,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Please, I need your help immediately, I don`t know what to do!","[""resigned"", ""skeptical"", ""proud"", ""happy"", ""sad""]"
{},False,{},13,2023-12-15 23:39:44,False,,,DenseRatingRemnantTrial,36,36,True,36,5,3,DenseRatingRemnant,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""anxious"", ""curious"", ""sarcastic"", ""irritated"", ""concerned""]}",True,False,,0.0,,"{""sentence"": ""What`s the story behind this antique, it seems quite intriguing?"", ""tones"": [""anxious"", ""curious"", ""sarcastic"", ""irritated"", ""concerned""], ""answer"": {""anxious"": ""1"", ""curious"": ""5"", ""sarcastic"": ""1"", ""irritated"": ""1"", ""concerned"": ""1""}}",True,57.0,,,23.718,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"What`s the story behind this antique, it seems quite intriguing?","[""anxious"", ""curious"", ""sarcastic"", ""irritated"", ""concerned""]"
{},False,{},14,2023-12-15 23:40:09,False,,,DenseRatingRemnantTrial,10,10,True,10,5,3,DenseRatingRemnant,"{""sentence"": ""I`m really worried about your recent behavior, are you okay?"", ""tones"": [""relieved"", ""grateful"", ""sarcastic"", ""excited"", ""encouraging""]}",True,False,,0.0,,"{""sentence"": ""I`m really worried about your recent behavior, are you okay?"", ""tones"": [""relieved"", ""grateful"", ""sarcastic"", ""excited"", ""encouraging""], ""answer"": {""relieved"": ""2"", ""grateful"": ""1"", ""sarcastic"": ""1"", ""excited"": ""1"", ""encouraging"": ""4""}}",True,61.0,,,20.89,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`m really worried about your recent behavior, are you okay?","[""relieved"", ""grateful"", ""sarcastic"", ""excited"", ""encouraging""]"
{},False,{},15,2023-12-15 23:40:23,False,,,DenseRatingRemnantTrial,71,71,True,71,4,4,DenseRatingRemnant,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""irritated"", ""frustrated"", ""admiring"", ""defensive"", ""concerned""]}",True,False,,0.0,,"{""sentence"": ""I am most grateful for your help in this matter."", ""tones"": [""irritated"", ""frustrated"", ""admiring"", ""defensive"", ""concerned""], ""answer"": {""irritated"": ""1"", ""frustrated"": ""1"", ""admiring"": ""3"", ""defensive"": ""3"", ""concerned"": ""2""}}",True,65.0,,,27.052,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am most grateful for your help in this matter.,"[""irritated"", ""frustrated"", ""admiring"", ""defensive"", ""concerned""]"
{},False,{},16,2023-12-15 23:40:30,False,,,DenseRatingRemnantTrial,59,59,True,59,5,3,DenseRatingRemnant,"{""sentence"": ""OMG no way, I cannot believe you won the award!"", ""tones"": [""joyful"", ""urgent"", ""desperate"", ""pleased"", ""sad""]}",True,False,,0.0,,"{""sentence"": ""OMG no way, I cannot believe you won the award!"", ""tones"": [""joyful"", ""urgent"", ""desperate"", ""pleased"", ""sad""], ""answer"": {""joyful"": ""5"", ""urgent"": ""3"", ""desperate"": ""2"", ""pleased"": ""5"", ""sad"": ""1""}}",True,66.0,,,20.959,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"OMG no way, I cannot believe you won the award!","[""joyful"", ""urgent"", ""desperate"", ""pleased"", ""sad""]"
{},False,{},17,2023-12-15 23:40:34,False,,,DenseRatingRemnantTrial,3,3,True,3,3,2,DenseRatingRemnant,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""proud"", ""relieved"", ""concerned"", ""appreciative"", ""indignant""]}",True,False,,0.0,,"{""sentence"": ""What`s that strange object you`re holding in your hand?"", ""tones"": [""proud"", ""relieved"", ""concerned"", ""appreciative"", ""indignant""], ""answer"": {""proud"": ""3"", ""relieved"": ""3"", ""concerned"": ""3"", ""appreciative"": ""3"", ""indignant"": ""4""}}",True,76.0,,,56.337,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,What`s that strange object you`re holding in your hand?,"[""proud"", ""relieved"", ""concerned"", ""appreciative"", ""indignant""]"
{},False,{},18,2023-12-15 23:40:51,False,,,DenseRatingRemnantTrial,25,25,True,25,4,4,DenseRatingRemnant,"{""sentence"": ""I did not break the vase, it was already cracked when I got there!"", ""tones"": [""apologetic"", ""resigned"", ""disappointed"", ""happy"", ""affectionate""]}",True,False,,0.0,,"{""sentence"": ""I did not break the vase, it was already cracked when I got there!"", ""tones"": [""apologetic"", ""resigned"", ""disappointed"", ""happy"", ""affectionate""], ""answer"": {""apologetic"": ""1"", ""resigned"": ""2"", ""disappointed"": ""1"", ""happy"": ""1"", ""affectionate"": ""1""}}",True,75.0,,,37.565,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I did not break the vase, it was already cracked when I got there!","[""apologetic"", ""resigned"", ""disappointed"", ""happy"", ""affectionate""]"
{},False,{},19,2023-12-15 23:40:52,False,,,DenseRatingRemnantTrial,48,48,True,48,5,3,DenseRatingRemnant,"{""sentence"": ""I am very happy for you."", ""tones"": [""desperate"", ""curious"", ""confused"", ""relieved"", ""excited""]}",True,False,,0.0,,"{""sentence"": ""I am very happy for you."", ""tones"": [""desperate"", ""curious"", ""confused"", ""relieved"", ""excited""], ""answer"": {""desperate"": ""1"", ""curious"": ""1"", ""confused"": ""1"", ""relieved"": ""2"", ""excited"": ""2""}}",True,72.0,,,27.356,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am very happy for you.,"[""desperate"", ""curious"", ""confused"", ""relieved"", ""excited""]"
{},False,{},20,2023-12-15 23:41:21,False,,,DenseRatingRemnantTrial,33,33,True,33,5,3,DenseRatingRemnant,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""apologetic"", ""indignant"", ""curious"", ""thankful"", ""irritated""]}",True,False,,0.0,,"{""sentence"": ""I love you more than words can express, my dear."", ""tones"": [""apologetic"", ""indignant"", ""curious"", ""thankful"", ""irritated""], ""answer"": {""apologetic"": ""1"", ""indignant"": ""1"", ""curious"": ""1"", ""thankful"": ""2"", ""irritated"": ""1""}}",True,80.0,,,21.389,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I love you more than words can express, my dear.","[""apologetic"", ""indignant"", ""curious"", ""thankful"", ""irritated""]"
{},False,{},21,2023-12-15 23:41:29,False,,,DenseRatingRemnantTrial,8,8,True,8,4,4,DenseRatingRemnant,"{""sentence"": ""Oh sweetie, I suppose it`s quite an accomplishment for someone like you."", ""tones"": [""appreciative"", ""grateful"", ""proud"", ""apologetic"", ""surprised""]}",True,False,,0.0,,"{""sentence"": ""Oh sweetie, I suppose it`s quite an accomplishment for someone like you."", ""tones"": [""appreciative"", ""grateful"", ""proud"", ""apologetic"", ""surprised""], ""answer"": {""appreciative"": ""5"", ""grateful"": ""3"", ""proud"": ""4"", ""apologetic"": ""2"", ""surprised"": ""5""}}",True,92.0,,,59.448,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh sweetie, I suppose it`s quite an accomplishment for someone like you.","[""appreciative"", ""grateful"", ""proud"", ""apologetic"", ""surprised""]"
{},False,{},22,2023-12-15 23:41:31,False,,,DenseRatingRemnantTrial,7,7,True,7,3,2,DenseRatingRemnant,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""reassuring"", ""happy"", ""thankful"", ""shocked"", ""surprised""]}",True,False,,0.0,,"{""sentence"": ""Do you really expect me to believe that?"", ""tones"": [""reassuring"", ""happy"", ""thankful"", ""shocked"", ""surprised""], ""answer"": {""reassuring"": ""1"", ""happy"": ""2"", ""thankful"": ""2"", ""shocked"": ""4"", ""surprised"": ""5""}}",True,99.0,,,78.7,640.0,690.0,50.0,0,default,DenseRatingRemnantTrial,Info,Do you really expect me to believe that?,"[""reassuring"", ""happy"", ""thankful"", ""shocked"", ""surprised""]"
{},False,{},23,2023-12-15 23:41:43,False,,,DenseRatingRemnantTrial,78,78,True,78,5,3,DenseRatingRemnant,"{""sentence"": ""I really worried about my brother."", ""tones"": [""sad"", ""encouraging"", ""defensive"", ""angry"", ""resigned""]}",True,False,,0.0,,"{""sentence"": ""I really worried about my brother."", ""tones"": [""sad"", ""encouraging"", ""defensive"", ""angry"", ""resigned""], ""answer"": {""sad"": ""4"", ""encouraging"": ""1"", ""defensive"": ""2"", ""angry"": ""1"", ""resigned"": ""2""}}",True,87.0,,,19.107,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really worried about my brother.,"[""sad"", ""encouraging"", ""defensive"", ""angry"", ""resigned""]"
{},False,{},24,2023-12-15 23:41:53,False,,,DenseRatingRemnantTrial,68,68,True,68,9,5,DenseRatingRemnant,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""reassuring"", ""excited"", ""anxious"", ""curious"", ""shocked""]}",True,False,,0.0,,"{""sentence"": ""Thank you so much for the lovely flowers."", ""tones"": [""reassuring"", ""excited"", ""anxious"", ""curious"", ""shocked""], ""answer"": {""reassuring"": ""4"", ""excited"": ""3"", ""anxious"": ""2"", ""curious"": ""1"", ""shocked"": ""2""}}",True,89.0,,,13.848,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,Thank you so much for the lovely flowers.,"[""reassuring"", ""excited"", ""anxious"", ""curious"", ""shocked""]"
{},False,{},25,2023-12-15 23:42:04,False,,,DenseRatingRemnantTrial,46,46,True,46,5,3,DenseRatingRemnant,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""pleased"", ""proud"", ""indignant"", ""worried"", ""curious""]}",True,False,,0.0,,"{""sentence"": ""I was so thankful for your help."", ""tones"": [""pleased"", ""proud"", ""indignant"", ""worried"", ""curious""], ""answer"": {""pleased"": ""5"", ""proud"": ""1"", ""indignant"": ""1"", ""worried"": ""1"", ""curious"": ""1""}}",True,94.0,,,32.098,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,I was so thankful for your help.,"[""pleased"", ""proud"", ""indignant"", ""worried"", ""curious""]"
{},False,{},26,2023-12-15 23:42:08,False,,,DenseRatingRemnantTrial,15,15,True,15,9,5,DenseRatingRemnant,"{""sentence"": ""I`m really worried about your excessive workload, are you managing alright?"", ""tones"": [""friendly"", ""encouraging"", ""reflective"", ""shocked"", ""nostalgic""]}",True,False,,0.0,,"{""sentence"": ""I`m really worried about your excessive workload, are you managing alright?"", ""tones"": [""friendly"", ""encouraging"", ""reflective"", ""shocked"", ""nostalgic""], ""answer"": {""friendly"": ""4"", ""encouraging"": ""3"", ""reflective"": ""4"", ""shocked"": ""4"", ""nostalgic"": ""2""}}",True,90.0,,,13.163,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I`m really worried about your excessive workload, are you managing alright?","[""friendly"", ""encouraging"", ""reflective"", ""shocked"", ""nostalgic""]"
{},False,{},27,2023-12-15 23:42:22,False,,,DenseRatingRemnantTrial,56,56,True,56,9,5,DenseRatingRemnant,"{""sentence"": ""Great to hear the news."", ""tones"": [""descriptive"", ""worried"", ""urgent"", ""friendly"", ""thankful""]}",True,False,,0.0,,"{""sentence"": ""Great to hear the news."", ""tones"": [""descriptive"", ""worried"", ""urgent"", ""friendly"", ""thankful""], ""answer"": {""descriptive"": ""2"", ""worried"": ""2"", ""urgent"": ""2"", ""friendly"": ""3"", ""thankful"": ""2""}}",True,93.0,,,11.772,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,Great to hear the news.,"[""descriptive"", ""worried"", ""urgent"", ""friendly"", ""thankful""]"
{},False,{},28,2023-12-15 23:42:29,False,,,DenseRatingRemnantTrial,34,34,True,34,4,4,DenseRatingRemnant,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""annoyed"", ""appreciative"", ""sarcastic"", ""excited"", ""affectionate""]}",True,False,,0.0,,"{""sentence"": ""Wow, I can`t believe we`re actually going to Disneyland tomorrow!"", ""tones"": [""annoyed"", ""appreciative"", ""sarcastic"", ""excited"", ""affectionate""], ""answer"": {""annoyed"": ""1"", ""appreciative"": ""5"", ""sarcastic"": ""3"", ""excited"": ""5"", ""affectionate"": ""3""}}",True,102.0,,,37.479,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Wow, I can`t believe we`re actually going to Disneyland tomorrow!","[""annoyed"", ""appreciative"", ""sarcastic"", ""excited"", ""affectionate""]"
{},False,{},29,2023-12-15 23:42:35,False,,,DenseRatingRemnantTrial,75,75,True,75,9,5,DenseRatingRemnant,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""skeptical"", ""indignant"", ""disappointed"", ""reassuring"", ""apologetic""]}",True,False,,0.0,,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""skeptical"", ""indignant"", ""disappointed"", ""reassuring"", ""apologetic""], ""answer"": {""skeptical"": ""2"", ""indignant"": ""3"", ""disappointed"": ""3"", ""reassuring"": ""4"", ""apologetic"": ""2""}}",True,98.0,,,11.14,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""skeptical"", ""indignant"", ""disappointed"", ""reassuring"", ""apologetic""]"
{},False,{},30,2023-12-15 23:42:37,False,,,DenseRatingRemnantTrial,27,27,True,27,5,3,DenseRatingRemnant,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""proud"", ""joyful"", ""relieved"", ""reflective"", ""sad""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so excited!"", ""tones"": [""proud"", ""joyful"", ""relieved"", ""reflective"", ""sad""], ""answer"": {""proud"": ""2"", ""joyful"": ""5"", ""relieved"": ""2"", ""reflective"": ""2"", ""sad"": ""1""}}",True,100.0,,,17.707,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so excited!","[""proud"", ""joyful"", ""relieved"", ""reflective"", ""sad""]"
{},False,{},31,2023-12-15 23:42:47,False,,,DenseRatingRemnantTrial,29,29,True,29,9,5,DenseRatingRemnant,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""angry"", ""curious"", ""friendly"", ""anxious"", ""appreciative""]}",True,False,,0.0,,"{""sentence"": ""I really appreciate all the hard work you`ve put into this project."", ""tones"": [""angry"", ""curious"", ""friendly"", ""anxious"", ""appreciative""], ""answer"": {""angry"": ""1"", ""curious"": ""1"", ""friendly"": ""2"", ""anxious"": ""1"", ""appreciative"": ""4""}}",True,101.0,,,13.847,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,I really appreciate all the hard work you`ve put into this project.,"[""angry"", ""curious"", ""friendly"", ""anxious"", ""appreciative""]"
{},False,{},32,2023-12-15 23:42:50,False,,,DenseRatingRemnantTrial,38,38,True,38,3,2,DenseRatingRemnant,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""sympathetic"", ""reflective"", ""thankful"", ""annoyed"", ""excited""]}",True,False,,0.0,,"{""sentence"": ""I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!"", ""tones"": [""sympathetic"", ""reflective"", ""thankful"", ""annoyed"", ""excited""], ""answer"": {""sympathetic"": ""3"", ""reflective"": ""3"", ""thankful"": ""5"", ""annoyed"": ""1"", ""excited"": ""5""}}",True,104.0,,,18.963,690.0,740.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t believe we`re going to Disneyland tomorrow, I`m so thrilled!","[""sympathetic"", ""reflective"", ""thankful"", ""annoyed"", ""excited""]"
{},False,{},33,2023-12-15 23:42:56,False,,,DenseRatingRemnantTrial,50,50,True,50,5,3,DenseRatingRemnant,"{""sentence"": ""I would never do that!"", ""tones"": [""affectionate"", ""nostalgic"", ""frustrated"", ""admiring"", ""skeptical""]}",True,False,,0.0,,"{""sentence"": ""I would never do that!"", ""tones"": [""affectionate"", ""nostalgic"", ""frustrated"", ""admiring"", ""skeptical""], ""answer"": {""affectionate"": ""1"", ""nostalgic"": ""1"", ""frustrated"": ""2"", ""admiring"": ""1"", ""skeptical"": ""2""}}",True,106.0,,,23.515,640.0,690.0,50.0,0,default,DenseRatingRemnantTrial,Info,I would never do that!,"[""affectionate"", ""nostalgic"", ""frustrated"", ""admiring"", ""skeptical""]"
{},False,{},34,2023-12-15 23:43:03,False,,,DenseRatingRemnantTrial,14,14,True,14,9,5,DenseRatingRemnant,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""happy"", ""surprised"", ""pleased"", ""friendly"", ""joyful""]}",True,False,,0.0,,"{""sentence"": ""We need to leave right now, the house is on fire!"", ""tones"": [""happy"", ""surprised"", ""pleased"", ""friendly"", ""joyful""], ""answer"": {""happy"": ""3"", ""surprised"": ""5"", ""pleased"": ""1"", ""friendly"": ""1"", ""joyful"": ""1""}}",True,105.0,,,12.257,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"We need to leave right now, the house is on fire!","[""happy"", ""surprised"", ""pleased"", ""friendly"", ""joyful""]"
{},False,{},35,2023-12-15 23:43:07,False,,,DenseRatingRemnantTrial,60,60,True,60,4,4,DenseRatingRemnant,"{""sentence"": ""The sea shimmered in the sunlight."", ""tones"": [""nostalgic"", ""confused"", ""pleased"", ""curious"", ""shocked""]}",True,False,,0.0,,"{""sentence"": ""The sea shimmered in the sunlight."", ""tones"": [""nostalgic"", ""confused"", ""pleased"", ""curious"", ""shocked""], ""answer"": {""nostalgic"": ""1"", ""confused"": ""1"", ""pleased"": ""4"", ""curious"": ""1"", ""shocked"": ""2""}}",True,115.0,,,40.779,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,The sea shimmered in the sunlight.,"[""nostalgic"", ""confused"", ""pleased"", ""curious"", ""shocked""]"
