_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type,sentence,tones
{},False,{},12,2023-12-31 11:27:11,False,,,DenseRatingRemnantTrial,25,25,True,25,3,2,feature_rating,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""], ""answer"": {""angry"": ""2""}}",True,49.0,,,7.473,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""angry""]"
{},False,{},13,2023-12-31 11:27:19,False,,,DenseRatingRemnantTrial,3,3,True,3,3,2,feature_rating,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""4""}}",True,54.0,,,7.877,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""appreciative""]"
{},False,{},14,2023-12-31 11:27:20,False,,,DenseRatingRemnantTrial,30,30,True,30,5,3,feature_rating,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""], ""answer"": {""angry"": ""1""}}",True,52.0,,,3.696,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t wait for the concert tonight, it`s going to be amazing!","[""angry""]"
{},False,{},15,2023-12-31 11:27:24,False,,,DenseRatingRemnantTrial,35,35,True,35,5,3,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""4""}}",True,55.0,,,3.981,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
,False,{},16,2023-12-31 11:27:28,False,,,DenseRatingRemnantTrial,6,6,True,6,3,2,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""]}",True,True,,0.0,6.0,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""], ""answer"": {""urgent"": ""4""}}",False,57.0,0.0,1.0,4.859,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""urgent""]"
{},False,{},17,2023-12-31 11:27:29,False,,,DenseRatingRemnantTrial,31,31,True,31,5,3,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""4""}}",True,58.0,,,4.762,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
{},False,{},18,2023-12-31 11:27:35,False,,,DenseRatingRemnantTrial,45,45,True,45,5,3,feature_rating,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""], ""answer"": {""resigned"": ""2""}}",True,59.0,,,5.692,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why do you always leave your dirty dishes in the sink?,"[""resigned""]"
{},False,{},19,2023-12-31 11:27:41,False,,,DenseRatingRemnantTrial,41,41,True,41,5,3,feature_rating,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""], ""answer"": {""resigned"": ""2""}}",True,60.0,,,3.061,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why do you always leave your dirty dishes in the sink?,"[""resigned""]"
{},False,{},20,2023-12-31 11:27:45,False,,,DenseRatingRemnantTrial,4,4,True,4,5,3,feature_rating,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""4""}}",True,67.0,,,34.996,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""appreciative""]"
{},False,{},21,2023-12-31 11:28:00,False,,,DenseRatingRemnantTrial,40,40,True,40,4,4,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""], ""answer"": {""proud"": ""1""}}",True,65.0,,,10.371,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""proud""]"
{},False,{},22,2023-12-31 11:28:11,False,,,DenseRatingRemnantTrial,33,33,True,33,4,4,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""5""}}",True,66.0,,,8.017,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
{},False,{},23,2023-12-31 11:28:20,False,,,DenseRatingRemnantTrial,2,2,True,2,4,4,feature_rating,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""1""}}",True,70.0,,,9.934,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""appreciative""]"
{},False,{},24,2023-12-31 11:28:21,False,,,DenseRatingRemnantTrial,34,34,True,34,5,3,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""4""}}",True,68.0,,,2.356,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
{},False,{},25,2023-12-31 11:28:24,False,,,DenseRatingRemnantTrial,12,12,True,12,5,3,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""], ""answer"": {""angry"": ""5""}}",True,69.0,,,3.008,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""angry""]"
{},False,{},26,2023-12-31 11:28:28,False,,,DenseRatingRemnantTrial,22,22,True,22,5,3,feature_rating,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""], ""answer"": {""angry"": ""3""}}",True,71.0,,,3.245,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""angry""]"
{},False,{},27,2023-12-31 11:28:31,False,,,DenseRatingRemnantTrial,36,36,True,36,4,4,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""], ""answer"": {""proud"": ""1""}}",True,73.0,,,6.013,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""proud""]"
,False,{},28,2023-12-31 11:28:32,False,,,DenseRatingRemnantTrial,35,35,True,35,5,3,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,True,,0.0,15.0,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""4""}}",False,72.0,0.0,1.0,2.819,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
{},False,{},29,2023-12-31 11:28:38,False,,,DenseRatingRemnantTrial,17,17,True,17,4,4,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,74.0,,,4.503,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
{},False,{},30,2023-12-31 11:28:43,False,,,DenseRatingRemnantTrial,23,23,True,23,4,4,feature_rating,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""], ""answer"": {""angry"": ""3""}}",True,75.0,,,5.828,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""angry""]"
{},False,{},31,2023-12-31 11:28:50,False,,,DenseRatingRemnantTrial,18,18,True,18,4,4,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,76.0,,,4.866,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
{},False,{},32,2023-12-31 11:28:55,False,,,DenseRatingRemnantTrial,44,44,True,44,4,4,feature_rating,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""]}",True,False,,0.0,,"{""sentence"": ""Why do you always leave your dirty dishes in the sink?"", ""tones"": [""resigned""], ""answer"": {""resigned"": ""2""}}",True,79.0,,,7.412,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,Why do you always leave your dirty dishes in the sink?,"[""resigned""]"
{},False,{},33,2023-12-31 11:29:04,False,,,DenseRatingRemnantTrial,20,20,True,20,4,4,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,80.0,,,4.234,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
,False,{},34,2023-12-31 11:29:09,False,,,DenseRatingRemnantTrial,23,23,True,23,4,4,feature_rating,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""]}",True,True,,0.0,30.0,"{""sentence"": ""Nothing seems to be going as planned."", ""tones"": [""angry""], ""answer"": {""angry"": ""3""}}",False,81.0,0.0,1.0,3.844,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,Nothing seems to be going as planned.,"[""angry""]"
{},False,{},35,2023-12-31 11:29:22,False,,,DenseRatingRemnantTrial,10,10,True,10,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""], ""answer"": {""urgent"": ""3""}}",True,84.0,,,15.194,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""urgent""]"
{},False,{},36,2023-12-31 11:29:38,False,,,DenseRatingRemnantTrial,13,13,True,13,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""], ""answer"": {""angry"": ""2""}}",True,85.0,,,3.168,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""angry""]"
{},False,{},37,2023-12-31 11:29:42,False,,,DenseRatingRemnantTrial,9,9,True,9,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""], ""answer"": {""urgent"": ""4""}}",True,86.0,,,18.29,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""urgent""]"
{},False,{},38,2023-12-31 11:30:01,False,,,DenseRatingRemnantTrial,32,32,True,32,7,5,feature_rating,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""]}",True,False,,0.0,,"{""sentence"": ""I am worried about my driving test."", ""tones"": [""uncertain""], ""answer"": {""uncertain"": ""4""}}",True,87.0,,,14.935,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,I am worried about my driving test.,"[""uncertain""]"
{},False,{},39,2023-12-31 11:30:17,False,,,DenseRatingRemnantTrial,15,15,True,15,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""], ""answer"": {""angry"": ""2""}}",True,88.0,,,5.383,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""angry""]"
{},False,{},40,2023-12-31 11:30:23,False,,,DenseRatingRemnantTrial,26,26,True,26,7,5,feature_rating,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""], ""answer"": {""angry"": ""1""}}",True,89.0,,,3.714,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t wait for the concert tonight, it`s going to be amazing!","[""angry""]"
{},False,{},41,2023-12-31 11:30:28,False,,,DenseRatingRemnantTrial,19,19,True,19,7,5,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,90.0,,,4.343,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
{},False,{},42,2023-12-31 11:30:33,False,,,DenseRatingRemnantTrial,8,8,True,8,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""urgent""], ""answer"": {""urgent"": ""1""}}",True,91.0,,,4.482,490.0,540.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""urgent""]"
{},False,{},43,2023-12-31 11:30:39,False,,,DenseRatingRemnantTrial,11,11,True,11,7,5,feature_rating,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""That has really angered me."", ""tones"": [""angry""], ""answer"": {""angry"": ""4""}}",True,92.0,,,5.83,540.0,590.0,50.0,0,default,DenseRatingRemnantTrial,Info,That has really angered me.,"[""angry""]"
,False,{},44,2023-12-31 11:30:45,False,,,DenseRatingRemnantTrial,19,19,True,19,7,5,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,True,,0.0,41.0,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",False,93.0,0.0,1.0,3.595,590.0,640.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
{},False,{},45,2023-12-31 11:40:29,False,,,DenseRatingRemnantTrial,16,16,True,16,8,6,feature_rating,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""]}",True,False,,0.0,,"{""sentence"": ""Oh my goodness, I can`t believe we are going to Disneyland tomorrow!"", ""tones"": [""joyful""], ""answer"": {""joyful"": ""5""}}",True,103.0,,,29.945,140.0,190.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Oh my goodness, I can`t believe we are going to Disneyland tomorrow!","[""joyful""]"
{},False,{},46,2023-12-31 11:41:06,False,,,DenseRatingRemnantTrial,5,5,True,5,8,6,feature_rating,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""5""}}",True,104.0,,,34.617,190.0,240.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""appreciative""]"
{},False,{},47,2023-12-31 11:41:46,False,,,DenseRatingRemnantTrial,37,37,True,37,8,6,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""], ""answer"": {""proud"": ""2""}}",True,105.0,,,24.933,240.0,290.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""proud""]"
{},False,{},48,2023-12-31 11:42:15,False,,,DenseRatingRemnantTrial,1,1,True,1,8,6,feature_rating,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""]}",True,False,,0.0,,"{""sentence"": ""Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?"", ""tones"": [""appreciative""], ""answer"": {""appreciative"": ""4""}}",True,106.0,,,11.324,290.0,340.0,50.0,0,default,DenseRatingRemnantTrial,Info,"Do you remember those endless summers we spent at grandma`s lake house, fishing and telling stories around the campfire?","[""appreciative""]"
{},False,{},49,2023-12-31 11:42:31,False,,,DenseRatingRemnantTrial,27,27,True,27,8,6,feature_rating,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""]}",True,False,,0.0,,"{""sentence"": ""I can`t wait for the concert tonight, it`s going to be amazing!"", ""tones"": [""angry""], ""answer"": {""angry"": ""1""}}",True,107.0,,,8.317,340.0,390.0,50.0,0,default,DenseRatingRemnantTrial,Info,"I can`t wait for the concert tonight, it`s going to be amazing!","[""angry""]"
{},False,{},50,2023-12-31 11:42:43,False,,,DenseRatingRemnantTrial,38,38,True,38,8,6,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""]}",True,False,,0.0,,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""], ""answer"": {""proud"": ""1""}}",True,108.0,,,22.065,390.0,440.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""proud""]"
,False,{},51,2023-12-31 11:43:10,False,,,DenseRatingRemnantTrial,37,37,True,37,8,6,feature_rating,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""]}",True,True,,0.0,47.0,"{""sentence"": ""The food was not as good as I thought it would be."", ""tones"": [""proud""], ""answer"": {""proud"": ""2""}}",False,109.0,0.0,1.0,8.69,440.0,490.0,50.0,0,default,DenseRatingRemnantTrial,Info,The food was not as good as I thought it would be.,"[""proud""]"
